group,keywords,keyword_matches,gender,geo,multi_geo,csv_file,target_cpa,per_source_budget,max_bid,frequency_cap,max_daily_budget,variants,ios_version,android_version,ad_format,enabled
femdom,girls farting,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ass sniffing,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ass smothering,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,fart,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ass smother,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ass worship,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ass fetish,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,giantess vore,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,verbal humiliation,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,giantess pov,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,smother,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,vore,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ass grinding,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,pussy worship,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,weight gain,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,humiliatrix,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cei joi,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,femdom mindfuck,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,pegging,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,femdom strapon,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,femboy pegging,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,amateur pegging,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,hard pegging,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,pegging pov,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,pegging his ass,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,pegging cum,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,femboy fucked,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,wife pegging husband,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,rough pegging,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,anal enema,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,strapon,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,sissy crossdress,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,sissy,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,sissy femboy,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,prostate massage,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,sissygasm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,anal slave,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,prostate orgasm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,prostate,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,she fucks him,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,prostate milking,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,bdsm anal,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,strap on,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cock cage,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,femdom ruined orgasm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,glove handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,post orgasm handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ruined handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,gloves handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,long nails handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ruined orgasm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,femdom milking,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,handjob latex gloves,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,milking table,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,edging handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,post orgasm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cock milking,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,milking cock,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,post orgasm torture,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,best handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cfnm handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,amateur handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,ruined,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,oil handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,milking,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,nurse handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,sensual handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,dirty talk handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,amateur cfnm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cfnm,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,slow handjob,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cock massage,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
femdom,cfnm femdom,,all,US,,Native_Femdom_Dec25.csv,50,100,10,2,50,"desktop, all mobile",>18.4,>11.0,Native,FALSE
